shipping_id,shipping_details_id,amount,currency,name,handle,reference,taxIncluded
a49b8764-6c18-4d57-9be1-94b0e1505153,f09f7ab5-8019-41c8-bf6b-070ca2f5249e,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2823937327,True
9c7e6f5a-28e3-4437-a63b-5181bccd0b42,61d38a73-d9f4-4b18-85a0-c35ce9c53b39,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6311241398,True
193d9cdc-ff1d-49ad-b5cf-c5ea8175ea58,05cab398-eef5-495a-a22f-2debb7949f02,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9149850154,True
326b1719-19eb-4fe1-9485-13c3ad76cc5e,d474cb92-cecf-4504-8812-2003b503475c,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8882431190,True
ad843568-f1da-406c-b6f4-086c3a3bca65,21a7344c-7e62-4d54-aa09-ae4cb7ad5829,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1253193155,True
311afce9-10bc-4dee-93b1-50ccd6926308,0a56bc06-d082-4c8c-9077-8476aac13fe3,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3624296150,True
7718838f-1ffb-4397-ba3c-7c2c2e5e1e88,19ebcecf-cd93-48fd-a2a6-0829880c2b3e,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7378872830,True
413dd10c-8b29-49bc-8ffd-115c93171c20,761ca677-b774-4206-bbb6-c0af03d7a1d1,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1829412444,True
02001e91-8e8a-4aa7-9173-4405c4039282,a05438ff-6c9b-498a-9201-45e60ea7564d,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6173279646,True
dd7629f2-bda3-4968-b107-28df4f5c718c,eb240493-51ab-4ec4-8bca-c392c3c6b330,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5822064058,True
725744bc-7dcf-4204-926f-3de619e91ae4,a91a94c5-1027-424c-9f26-761c2e44f38c,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6862002592,True
bb8cf524-0b30-422e-a3e3-046eaa84c12b,9a7b95d6-8641-4796-badb-9064e4a8055a,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4995841886,True
7fcda2e2-93da-44b4-9aac-1135aa785aa4,1277a953-c838-4fa3-ae8f-88ae37edcbe1,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3003883344,True
d0fb1334-06ea-40a7-a010-55ed5ea3a261,d27d4d0b-8cf6-4b9f-960d-b93e20f3e4f8,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2852239448,True
9e3a3ac8-0f12-4c99-9b07-e5a95c022d6d,774ec94f-a88d-4229-8123-9aef57a5fcc5,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8483287674,True
2d7efb2d-ff60-4b74-9cd6-c023cac3289d,41b9d295-2783-46ee-93f9-537487822976,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1279848076,True
04c80161-23ee-48da-9ec4-6c8c6292fe99,328a5395-86c0-446d-a8bc-7f4902cb776e,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3372721591,True
1f1ae238-96d9-4ff9-a17a-ef31e1482216,d50d6632-b2f6-4af8-8101-464ec62357e6,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8675432673,True
7413175a-ea0d-4204-b27d-468dace52bee,242d1108-95f5-4728-9b3d-c33ba05d0322,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6542540064,True
fe158150-e6d2-4db5-b0aa-73c26de375e4,03cde1ef-48ce-497b-b96b-85531b07f788,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7812641722,True
69b938af-c9cf-451a-967d-e80b3ebaec76,6a0d1379-de40-43ed-aef4-faf6757cfd00,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7469787567,True
498b2f6c-2ef2-424c-b2ce-8fc8d0c9851b,3a51c8a6-4c13-4170-b58f-fd87a05ac859,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2452801912,True
e3a3fd41-aef7-48ae-8c12-3391d8bf1650,c1740e94-8b19-4a74-a16c-2197e480de4d,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6635374578,True
deb4b89e-0ff7-4331-a190-9d17478437dd,d5b88fb2-9307-4761-85c1-5c535c1e6d15,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5682379512,True
65789928-a298-4962-8145-807d8c5d4254,89542796-b011-4486-9379-0c6458311650,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4039619919,True
480c4114-16e7-4f42-93b8-a0dd77bb22a8,51754ec2-fded-48d1-9c44-29903b4b66a8,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3328710370,True
65bce750-c696-431d-8d0d-d0aa28eab27a,652e2ab1-658b-4493-b73a-2511e436f28f,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7698458806,True
a34ed138-fde0-4d93-8981-9ecfa71b1616,4fe6d10f-88dc-443b-bc88-5db965e877e8,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9730899587,True
2317516d-aa40-473c-8556-bd189f63de56,beb28f5a-5938-45f8-9e8e-74c44879bcd2,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5198147801,True
f95f15a2-5446-4eef-82ab-4809bab49369,e04cde11-b299-454f-bb78-dfc6e09c8e63,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4212648671,True
d7a03961-4149-49e8-9b27-298470b1bfd1,924344a3-9352-4ead-9c87-1c9414e5767f,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8551770066,True
376a689a-f386-491b-9ccb-8fc5d37f6aae,4a582855-c6b6-43df-ab71-5d46187b182c,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2138007252,True
161ea006-8cd5-447b-a318-513b4bc19c7a,2af4ceb4-79f4-48f0-8040-e4b8a9b6c2bc,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4430727888,True
78b67a0a-fd30-4833-8ac8-764d8adb4452,06358747-197e-4606-a562-c2256c21f890,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2837826638,True
06a34d4f-430d-4c6a-8e29-69b5107547bd,7a77d87c-8ad8-4fac-aca1-42e1575dfc36,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4485363386,True
387f3168-8a3c-481b-94e9-7de13faa66e2,b93e0f97-ca54-4ca3-8aa8-0abc57d6bba0,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5438686121,True
b2526625-5e77-4911-93ef-5e30dc3e6802,ff96c05f-e78f-4e89-ab0a-dd066d3992b5,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5305258999,True
6fe86b77-53ff-4b22-82db-7869eb59b4e8,edc4ae93-f149-4088-b5d0-28479c07177c,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3241403229,True
353384b3-0abe-4568-9b75-079deed6c39f,cd53540c-d570-4ff7-bac0-fbfea6b6dc97,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4341153550,True
5fcfd08f-7da8-4819-ba35-5761ff433329,3b45d72a-d29c-41be-b82d-c08885d72346,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7450738453,True
e6db2021-8ad8-4a0b-b5a8-0e1f51022745,1462ebfe-3665-4f14-bc62-61b861715292,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5933154051,True
0872ddc7-1f68-44d7-9a82-340efb670526,c279d748-f86f-479f-953c-c1fb9ba236d7,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7247878405,True
626eb934-5d10-4af6-b6f4-40fb93a57f28,b74f54c1-d2e1-492b-9520-94bb4fad32b6,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8528689512,True
bad24879-f10a-47ab-a971-96c212ddd7ab,94f1348c-e9e6-49ce-9067-a65fecf380b6,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3386436884,True
a12d9448-a165-4b26-b049-33ba9cd8fb0a,907a0ecc-45a4-4950-8785-806d6837950e,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7946781181,True
790ce9ab-6e9f-4846-97c7-0db6ae3b50d3,02d4f45c-f324-4545-8972-178ebe1c31ec,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5156511010,True
44c36e5c-af0b-4f50-8661-1ab13a7b9367,c03ce7f8-e6bf-4614-8922-9fa996fcc290,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9987400766,True
a8b3f03f-7b02-4f3f-bc00-2d4b4e55b558,8fe201f2-bac4-46b6-be44-d23617f96484,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1189074687,True
2d9a6930-97f5-4627-9af9-f89e51d36879,69e1e722-92c7-4c57-b9d3-564e8d3e6ec5,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1038318368,True
7f74fe81-7690-4432-aded-7bd581a3768e,99366794-f904-4e9f-a1eb-f20af8252adb,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3521857053,True
d6452e08-53ff-49ca-b9fe-db9ffac74d75,6752cfc4-d3f0-4162-ac96-740755035a46,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2775800252,True
b6f5e17d-9525-43c1-87e1-445a710a883c,324fcb2b-812e-4d0c-9e17-97f797649ca4,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2479148855,True
39cc0a09-ddc5-457d-a686-a5ff419a8e08,3e3da24b-a99c-45ad-a61e-c1f5b4213394,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3123736575,True
a1ecf90a-c086-4acd-8685-e385b1ce2aa2,904f86af-a08b-4058-8389-0897977ebb85,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2035166331,True
a7130939-3438-42d9-bb49-e539cf30ee17,bdd03234-4985-43f3-bc6b-06e2d46da652,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7107008976,True
f027e4ed-36cf-41bf-82f9-349dd7942fa0,462ab9d8-081c-4cd8-a5a2-997eba60034c,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5501427901,True
1f4e0f48-2fb9-4ad6-9d59-3af9923bb526,61c2a979-4799-41c8-9aec-3242692e107c,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2046565440,True
7da1b0c9-4825-421c-8bca-12f340223a64,2bca214e-6800-4f55-a561-be5bd869131c,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9992557301,True
44c1da85-4244-43ae-adbe-beb12b188314,83b3f310-c273-4f08-93b7-9085ffd4a274,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5576303670,True
f9f23b20-4b8d-44a5-92a6-6a8457c3af21,162a14ac-eaa7-43f8-8579-221f995b12ca,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9779578975,True
b225cc39-59ca-40ff-b640-fb0663ef0fb8,03af6d90-ea6c-4f68-8708-d92c0661d0fe,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9725816502,True
300d1f00-331f-4c75-844d-46db9fd15338,d6ec521d-a12a-4aa2-8172-94d6158da783,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7823085079,True
648e8806-9cbc-4a40-964d-7914b9446ae5,3becfc62-3e81-436b-a79d-2ce3c729dafc,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9104049015,True
bc73c369-23bf-459f-8f37-b41d59be8015,88155958-be6b-4927-a470-5ab350d120b4,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9772213491,True
44294b6b-4039-4d01-83a5-b88012f15413,5d342636-358c-48e5-ba24-723377b671ea,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7365027222,True
3804f4c4-c891-4261-97f3-a81f87860f81,a2e6ef8c-7ebe-4a09-ba74-f61e1bb08104,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7294597034,True
c8f5e9e6-1ed6-47d8-acd7-5eb5853fa9c2,22cf5dbb-1880-436c-afe1-fbd7b249020b,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1666773632,True
45cece09-21ca-4479-8727-db6f4540f769,cc97df38-feba-4192-b6ef-ad1d9cd660a4,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4683561507,True
fb9c071b-6dc3-4ccf-a41d-de16226bc5e1,c2c085f3-1317-48f9-8bb6-04183dbe6a5c,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/1104293455,True
cd51d56d-6b48-4acd-9338-a46cde36a568,f52012b6-40c1-4489-b7a3-877092d258bc,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9547276225,True
4d6561ed-5c7c-47ca-81ce-4571cda27ff5,2254188e-ae10-49a5-9d02-b567276a33d5,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7135121926,True
5af055fa-47d7-4c36-856e-c36af762caa9,7c101e4d-9f16-4f60-9eac-5cc7db74fb5e,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8342885736,True
40472ef8-aa4d-458e-bd54-b4e166325337,9fa11bd4-7b4c-44f2-9140-98f899ad759b,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6372695331,True
728409d8-4c67-4086-a684-09ddd901d460,382cad1e-92bf-40f5-884e-fbc958cc2be1,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9470333917,True
f076cbba-a5d3-494c-a310-b956feda50fd,54bf7402-def8-487f-8df0-b2bcffbf63b6,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2762590289,True
42b3e46a-b37d-46fe-82bf-9da2bf5cd7b3,ed899987-324a-4ea0-b313-2453ec43ecbc,0.0,USD,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2892268697,True
451354c8-ea19-4422-a937-a4a0c055263a,d8eacd68-f0f5-4494-b7d6-c4810fe09753,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6890886609,True
da6610e4-5466-4147-9719-0b394f1ac5c7,a0516288-ee64-4b85-8ee0-128e4dad3612,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5443072698,True
7577a3e0-269a-4b9a-ae20-f8fab885d80e,2640f74d-bb1c-46d3-95b8-abccb238a22e,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/9344263395,True
ecc6a951-b485-46d5-857a-c179dbade439,be405108-1992-4811-a0b0-f9e3f8298790,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3007414934,True
1d854a6c-6db5-4580-b25a-d1945e0b4cb8,986a1234-3dd5-4da6-a581-1295f793a6e2,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6348433884,True
f0100b48-c1e7-4e36-a790-3aa099531399,a21ec9e6-f04e-4220-9422-de48a2536174,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2201261403,True
5162f6d3-141f-40b8-b57d-1686c7942069,def49255-0988-4b6d-8791-c8e666b01b94,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/2232897893,True
0a11c95d-f0af-4a69-81aa-58519c610f80,a45b8f4a-efd0-47cc-8200-68411a4fe94b,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6945057755,True
5b06876b-a182-46f3-88c7-f7c556dba6cf,2492ef89-e354-424b-8103-8cd97e469ae0,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/5523225290,True
6c29a73c-e223-41a6-8e99-d614afe59d87,e7934f48-3c9d-46d8-b3ef-523b21f18adb,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/7730112419,True
bdaa77a2-7e9e-484d-bcc6-7e3ef3c19998,a3b205a0-fef8-4996-89ff-31a6c7201faf,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/8400042688,True
7c614c2f-cb0a-4670-a018-a764bbaadb01,aa4a124b-f31f-4544-87ff-73ffb8fd9aa6,0.0,SEK,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/4229365514,True
49bc2b8f-2e47-4c6a-a802-de9de446746e,438225c8-3c9c-47cc-9778-784e849fabb0,0.0,EUR,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/3529388802,True
ddd77602-939b-48d9-937e-cd73ac739340,f08cb163-a49c-4abc-8fa5-7f490767a446,0.0,GBP,Free UK Mainland Delivery,free uk mainland delivery,gid://shopify/ShippingLine/6975815364,True
