order_id,charge_id,amount,currency,status,chargeID,orderID,gateway,gatewayPaymentMethodReference,gatewayReference,paymentMethodID,reference,refunds
,,22984.0,SEK,success,b9f063fa-45d8-46fc-b5bf-38fa3f08d3d6,39184c1a-27b6-4e32-9c01-2234286d2e37,stripe,pm_wWxmIZUbw,pi_oQHXnjNVs,7d23bf2a-3216-4aca-a605-a680d26723e5,5098964542954,[]
c525a17f-8186-4c11-9fc8-4f0634e4b86f,34a2c9e1-fe9e-4ba8-8708-71a2654d316b,16575.0,GBP,success,,,,,,,,
,,16575.0,GBP,success,34a2c9e1-fe9e-4ba8-8708-71a2654d316b,c525a17f-8186-4c11-9fc8-4f0634e4b86f,stripe,pm_BwewPoVtk,pi_dDtmpwZrz,ddc16d6d-7374-4cdf-9f78-e2903b6f9e1f,3903922483281,[]
0d869f2e-75b0-4347-b604-8437b5ac15d8,90fb2f4b-84df-4ec3-919a-d78e04f3eaf1,41991.0,USD,success,,,,,,,,
,,41991.0,USD,success,90fb2f4b-84df-4ec3-919a-d78e04f3eaf1,0d869f2e-75b0-4347-b604-8437b5ac15d8,stripe,pm_IQtsBRXHY,pi_dSNUXXCyP,3ef9ddf7-7041-4975-aabe-21b52430e7bd,7393980146118,[]
56612376-1312-4519-a631-d7a11691ba40,cb5be8c0-831a-4822-87f4-a7e3b8a61789,52388.0,EUR,success,,,,,,,,
,,52388.0,EUR,success,cb5be8c0-831a-4822-87f4-a7e3b8a61789,56612376-1312-4519-a631-d7a11691ba40,stripe,pm_uZYYRlZPl,pi_qytvjDHwd,05babed8-0cf2-4680-a888-59650830643b,5226760117588,[]
ba87d1a4-9630-40bd-99cd-63273f1b97e0,c0783352-c398-4875-952a-028bf24077a0,20183.0,GBP,success,,,,,,,,
,,20183.0,GBP,success,c0783352-c398-4875-952a-028bf24077a0,ba87d1a4-9630-40bd-99cd-63273f1b97e0,stripe,pm_XYQKqZrPs,pi_WuiWZoTzZ,6e4a62df-c2c2-40fe-96b8-e71389e7306b,9576807284181,[]
db291689-c710-40ec-b75a-a9c6b9249ad4,0e8fa640-08c6-4da9-a5b7-04eab0bb17ad,23948.0,EUR,success,,,,,,,,
,,23948.0,EUR,success,0e8fa640-08c6-4da9-a5b7-04eab0bb17ad,db291689-c710-40ec-b75a-a9c6b9249ad4,stripe,pm_gcxDORFxh,pi_maJdHSgfb,255d4fee-1fe6-496a-b518-436d73b1de28,6797500052868,[]
471c09cb-8510-440d-b97a-00c3f9b31cd9,8bad6954-6b3f-47b8-b1a0-b83c1fdd068f,37150.0,SEK,success,,,,,,,,
,,37150.0,SEK,success,8bad6954-6b3f-47b8-b1a0-b83c1fdd068f,471c09cb-8510-440d-b97a-00c3f9b31cd9,stripe,pm_aWqzzUMUb,pi_zdbAqucvS,d7624b86-0dc3-4642-894c-156846f369ff,7280957400343,[]
586e5d29-3acb-479e-9c66-b8040627bf61,17371ec9-b615-4b02-bce9-9237fcc2646a,23855.0,GBP,success,,,,,,,,
,,23855.0,GBP,success,17371ec9-b615-4b02-bce9-9237fcc2646a,586e5d29-3acb-479e-9c66-b8040627bf61,stripe,pm_uzCzgTAqd,pi_hqeXCgVDi,4d706c00-cfb8-4e8a-bb5d-bed45433a455,8216441383682,[]
538cc26e-6af8-4c1b-a853-18c300a5a5a8,d925ae6f-9635-4e76-b66b-03d764dea3d6,31468.0,EUR,success,,,,,,,,
,,31468.0,EUR,success,d925ae6f-9635-4e76-b66b-03d764dea3d6,538cc26e-6af8-4c1b-a853-18c300a5a5a8,stripe,pm_sMVXUzIyy,pi_dffXNdpiL,756c0693-459d-42d5-ae8b-884a869b1864,9802523728346,[]
4462f2ea-de32-4e71-85d9-285374fbf4ec,a6a86823-17f3-47e6-bc61-9905356acab4,16370.0,GBP,success,,,,,,,,
,,16370.0,GBP,success,a6a86823-17f3-47e6-bc61-9905356acab4,4462f2ea-de32-4e71-85d9-285374fbf4ec,stripe,pm_kdGBBWeHC,pi_LGNdHUylM,bb5e5a74-cafd-4160-8dd4-97c9c6d2861a,6593213483230,[]
213bbe59-f306-4b13-ba44-59c090369a89,5273d25e-04af-4f80-8b7e-42b80bd9dc7f,12370.0,SEK,success,,,,,,,,
,,12370.0,SEK,success,5273d25e-04af-4f80-8b7e-42b80bd9dc7f,213bbe59-f306-4b13-ba44-59c090369a89,stripe,pm_YivSRjbdD,pi_IXlyoYyhT,ddd08e5f-adec-4e93-aacf-1f83f1d7dead,9538825113696,[]
97f9335a-243d-417b-bbf7-2180d6ef0fe2,baa6bb9e-d61c-41fe-93bb-47401214f6a4,53122.0,USD,success,,,,,,,,
,,53122.0,USD,success,baa6bb9e-d61c-41fe-93bb-47401214f6a4,97f9335a-243d-417b-bbf7-2180d6ef0fe2,stripe,pm_nZCoSOcKT,pi_FMFlGoejg,510bd980-406f-4cff-a82f-37fca03cc348,6600412926806,[]
ab63994c-ee26-4762-b39c-3fff855c4386,c4293ccb-4109-4ce8-a0dd-1c9b3c523e0d,14200.0,SEK,success,,,,,,,,
,,14200.0,SEK,success,c4293ccb-4109-4ce8-a0dd-1c9b3c523e0d,ab63994c-ee26-4762-b39c-3fff855c4386,stripe,pm_wVydsyMDM,pi_kFujguEtF,bf8913c7-e4a6-4ef5-997f-32d3cc1b7e3f,2879743658935,[]
1d79bdfe-4539-4a05-8311-a3ad0fb8af80,818d3467-198e-43fd-8821-ad440ec3cbdb,39115.0,GBP,success,,,,,,,,
,,39115.0,GBP,success,818d3467-198e-43fd-8821-ad440ec3cbdb,1d79bdfe-4539-4a05-8311-a3ad0fb8af80,stripe,pm_hknBZdjAb,pi_KRUxRHBcf,7a483ad3-54a6-4e50-9bc8-990408a2d5fe,1850201184735,[]
1966a8ea-98bc-4f32-90be-9f24c72930fd,e7e5f085-c097-45b6-a89d-f3e665409b9e,4144.0,EUR,success,,,,,,,,
,,4144.0,EUR,success,e7e5f085-c097-45b6-a89d-f3e665409b9e,1966a8ea-98bc-4f32-90be-9f24c72930fd,stripe,pm_GgAsoANnd,pi_GUFUuLuab,d86c0da8-6d5d-4426-a0fc-5ea30a521991,3943059384682,[]
1affc983-a34e-4807-b067-602ba9954917,56e0bcd2-96f4-402b-95ba-d55b8ced1e73,20389.0,EUR,success,,,,,,,,
,,20389.0,EUR,success,56e0bcd2-96f4-402b-95ba-d55b8ced1e73,1affc983-a34e-4807-b067-602ba9954917,stripe,pm_CSodlYpxu,pi_YrEHpUSvK,e2aa67da-942e-4486-b339-a7807f8c27eb,7277226602312,[]
b2b5a427-3c92-4e2e-b733-442888258b57,519643a5-902d-4df9-9992-a094b4afd8a2,28646.0,EUR,success,,,,,,,,
,,28646.0,EUR,success,519643a5-902d-4df9-9992-a094b4afd8a2,b2b5a427-3c92-4e2e-b733-442888258b57,stripe,pm_oxJMjOEjZ,pi_aufhgYRUF,1580679f-696a-4b1c-ad30-112b12ead1ea,2133310737532,[]
06dcaba3-baa1-4347-817b-436443d89239,9491ca39-80bf-4f84-87d4-76871ac69282,17619.0,SEK,success,,,,,,,,
,,17619.0,SEK,success,9491ca39-80bf-4f84-87d4-76871ac69282,06dcaba3-baa1-4347-817b-436443d89239,stripe,pm_WzIOOQmPw,pi_feuBpgqOd,b9853d69-1210-40ed-9404-ab5085de6011,9973354052223,[]
7cc7cebb-9956-4adc-b21b-1bbc39992ad4,0710812a-1fb9-440c-a2c0-dd2f6ec1c4a7,6660.0,GBP,success,,,,,,,,
,,6660.0,GBP,success,0710812a-1fb9-440c-a2c0-dd2f6ec1c4a7,7cc7cebb-9956-4adc-b21b-1bbc39992ad4,stripe,pm_KpHPcfETv,pi_qcThGQbnr,76b38ccb-1cb8-4a05-b871-f2b1c89e0bbb,2958049998985,[]
1cd89dae-19bd-461d-83c8-66a36ad84757,be070bff-c461-4adc-8ae5-13648b16491d,36677.0,SEK,success,,,,,,,,
,,36677.0,SEK,success,be070bff-c461-4adc-8ae5-13648b16491d,1cd89dae-19bd-461d-83c8-66a36ad84757,stripe,pm_zTgNtDeRB,pi_iXQpYrTZO,46fc6eb6-d017-4367-8cd8-cb9c0a97ed58,8600113437958,[]
a2930e0b-6dcd-442b-9a02-6f5f5c53912f,6819b402-e01a-4ea7-ae40-13d262f44fd3,30471.0,EUR,success,,,,,,,,
,,30471.0,EUR,success,6819b402-e01a-4ea7-ae40-13d262f44fd3,a2930e0b-6dcd-442b-9a02-6f5f5c53912f,stripe,pm_eHkBrLMTa,pi_ADvkwuNfS,35b75ffa-8468-447b-8d54-6e26cf8ba000,1250442999467,[]
5abd83ec-e36f-4e17-8e23-67a0027446b8,14858052-c54f-4c31-a564-9b6f0a89f700,10998.0,EUR,success,,,,,,,,
,,10998.0,EUR,success,14858052-c54f-4c31-a564-9b6f0a89f700,5abd83ec-e36f-4e17-8e23-67a0027446b8,stripe,pm_DxNHfXGYu,pi_qwsITuNNM,cd9f7191-9591-4648-af6d-d7e018b91368,9501885378698,[]
e2817642-ce03-471e-8352-2f00432d8eb6,88e24319-fab3-4b99-82ef-c818a99de3ad,29003.0,USD,success,,,,,,,,
,,29003.0,USD,success,88e24319-fab3-4b99-82ef-c818a99de3ad,e2817642-ce03-471e-8352-2f00432d8eb6,stripe,pm_ydRdUXAgo,pi_CMiMNsXLY,49cc26c2-d963-4f17-b0bf-1e0a7e223ea0,2307646370644,[]
30096665-b509-4a99-b56c-39053de34028,240ae59d-c323-4ae0-a448-3ba836ba28fd,39389.0,EUR,success,,,,,,,,
,,39389.0,EUR,success,240ae59d-c323-4ae0-a448-3ba836ba28fd,30096665-b509-4a99-b56c-39053de34028,stripe,pm_spbwbPcic,pi_RlSXKySST,608a7666-524e-4267-adac-b7d9a82d5577,2448641506863,[]
1461979b-758d-4f3d-8ef9-144c3d79ffb7,97a2472a-1e30-4928-963d-c4126611539c,2820.0,GBP,success,,,,,,,,
,,2820.0,GBP,success,97a2472a-1e30-4928-963d-c4126611539c,1461979b-758d-4f3d-8ef9-144c3d79ffb7,stripe,pm_josAEGyKq,pi_MjgcTcGji,e18de052-e225-4dcc-a6ae-ddd162c92fd2,8847474017423,[]
e000d5ee-5b12-4b6e-b32c-9418acc01ad1,25cf6474-8a22-44b3-afec-f81f220f713e,11850.0,EUR,success,,,,,,,,
,,11850.0,EUR,success,25cf6474-8a22-44b3-afec-f81f220f713e,e000d5ee-5b12-4b6e-b32c-9418acc01ad1,stripe,pm_ybHaguxVe,pi_GRNSHOAlE,040a0f7c-ba6b-42a2-a822-330003037913,3944328433533,[]
3c7c5f40-c121-446f-876a-bad5ec3d68dd,79f6f78c-9733-4a95-8aec-00e3846af945,42349.0,USD,success,,,,,,,,
,,42349.0,USD,success,79f6f78c-9733-4a95-8aec-00e3846af945,3c7c5f40-c121-446f-876a-bad5ec3d68dd,stripe,pm_eaaLjCCgj,pi_plrelmtXh,5f5658c0-772e-4fcc-bf59-7477b898e57e,2034880869270,[]
97f51dce-5b7f-403a-a86a-02a2cf4f3f06,04f1554b-7b09-4337-9943-d981dcbc66e2,20952.0,SEK,success,,,,,,,,
,,20952.0,SEK,success,04f1554b-7b09-4337-9943-d981dcbc66e2,97f51dce-5b7f-403a-a86a-02a2cf4f3f06,stripe,pm_SfZgbsWlW,pi_romAnydaX,bfcf7aa5-4cb0-49fb-a683-4763b3edc090,3375101858687,[]
58547bc8-f039-48c3-bb74-13f9fe0dee44,38bbb55c-7074-46ac-bd5e-3c476edc0eaf,43068.0,GBP,success,,,,,,,,
,,43068.0,GBP,success,38bbb55c-7074-46ac-bd5e-3c476edc0eaf,58547bc8-f039-48c3-bb74-13f9fe0dee44,stripe,pm_rRafLzReb,pi_QPbZLXFwo,c3315fa9-9a84-4d2a-9c02-62f213d9983e,9846626816423,[]
e3f7f156-b7c2-4c16-a27d-bedbff992073,c20da9a0-1ad0-4372-bc48-93c230170e25,21912.0,EUR,success,,,,,,,,
,,21912.0,EUR,success,c20da9a0-1ad0-4372-bc48-93c230170e25,e3f7f156-b7c2-4c16-a27d-bedbff992073,stripe,pm_IcEKUmeIi,pi_JAhnlNJnG,3bb86e85-317b-4eeb-8b99-7340b62d7c86,1941331978463,[]
44796809-a044-4b71-b3e5-c047ba7862de,3ba667d1-2750-4002-8268-f54dcf2539bf,19970.0,USD,success,,,,,,,,
,,19970.0,USD,success,3ba667d1-2750-4002-8268-f54dcf2539bf,44796809-a044-4b71-b3e5-c047ba7862de,stripe,pm_qSMCDogHS,pi_lxCMeZlSQ,65ec6ce2-a473-41a3-826c-30997841cac0,5192807392183,[]
da519c35-fc15-4380-b4f2-ddeaeab03438,a2a73f5f-d04c-4b7c-833d-32ca544bd016,15133.0,GBP,success,,,,,,,,
,,15133.0,GBP,success,a2a73f5f-d04c-4b7c-833d-32ca544bd016,da519c35-fc15-4380-b4f2-ddeaeab03438,stripe,pm_rUSVbGmzA,pi_JtwBCPNHn,af95ac55-4cc0-4435-a098-2d3897789e5d,4982634541532,[]
989a2e6a-88f5-496c-9455-dc11ce176bc4,eccf9eca-84a3-4d20-829e-2c1a9eedda8e,8896.0,EUR,success,,,,,,,,
,,8896.0,EUR,success,eccf9eca-84a3-4d20-829e-2c1a9eedda8e,989a2e6a-88f5-496c-9455-dc11ce176bc4,stripe,pm_eNoWFkvgo,pi_IXhbzFhsh,cf0e8393-50df-4d45-9d05-8e6bbfd8b976,2284191831091,[]
2562e5ca-bc8f-4e27-a980-8b89e1872a22,badff016-bcbe-4062-bee1-d855cf1463dd,9848.0,USD,success,,,,,,,,
,,9848.0,USD,success,badff016-bcbe-4062-bee1-d855cf1463dd,2562e5ca-bc8f-4e27-a980-8b89e1872a22,stripe,pm_FgkseTJYs,pi_mvxirMiTM,068a1265-7733-458e-a57e-0b61cc8a355c,2793818733389,[]
fa846fd2-ca2e-4636-8747-567048f7c0f0,44233a11-bdd4-4116-9de7-6d802e7fbec7,44939.0,SEK,success,,,,,,,,
,,44939.0,SEK,success,44233a11-bdd4-4116-9de7-6d802e7fbec7,fa846fd2-ca2e-4636-8747-567048f7c0f0,stripe,pm_mYNIJDhJI,pi_WtCbGdxbX,3de3fe1c-978d-4696-8f68-8d06b0dc1bb1,9275959021001,[]
18c814a6-c96d-4ff2-87cb-28ef63cbc08a,850d1f79-11e4-4bb3-90b1-5eaa39d7ed97,38475.0,SEK,success,,,,,,,,
,,38475.0,SEK,success,850d1f79-11e4-4bb3-90b1-5eaa39d7ed97,18c814a6-c96d-4ff2-87cb-28ef63cbc08a,stripe,pm_YqedzzSwt,pi_PpLRqQKAH,4abe4c4d-e925-40e7-a33b-59311df96c35,4432747506126,[]
8bd2eeb2-a8f3-4c4e-8e67-e45902c60ea6,7a29445c-487d-449c-9f94-34f9df91279c,42242.0,EUR,success,,,,,,,,
,,42242.0,EUR,success,7a29445c-487d-449c-9f94-34f9df91279c,8bd2eeb2-a8f3-4c4e-8e67-e45902c60ea6,stripe,pm_lqmKZWALK,pi_eZSzdoqxQ,96d09622-d8e5-4521-8424-378fec7d46a7,8524277284574,[]
3ac595f4-2e7f-4c0e-9ba0-ee1982996d7d,b0a952a8-fead-4cc3-8487-04ba385bf730,26287.0,GBP,success,,,,,,,,
,,26287.0,GBP,success,b0a952a8-fead-4cc3-8487-04ba385bf730,3ac595f4-2e7f-4c0e-9ba0-ee1982996d7d,stripe,pm_aoFONAMZN,pi_XEHfAgrzd,6f6778b5-5520-45a9-ae63-61562748e200,8638531382998,[]
65a7d50c-9e65-4cb3-b8c8-3c16299add4a,50c43878-7d31-4f08-81de-6b82c97ec864,46155.0,SEK,success,,,,,,,,
,,46155.0,SEK,success,50c43878-7d31-4f08-81de-6b82c97ec864,65a7d50c-9e65-4cb3-b8c8-3c16299add4a,stripe,pm_UBtWCGJNu,pi_zHauaziiD,7e66348a-040d-4979-b057-fad92f355235,4096334487353,[]
6d662974-d56b-496b-ac98-0b05534ea428,bc7fe33b-135c-4695-84bd-675e5f32c102,37152.0,GBP,success,,,,,,,,
,,37152.0,GBP,success,bc7fe33b-135c-4695-84bd-675e5f32c102,6d662974-d56b-496b-ac98-0b05534ea428,stripe,pm_BBEkdznGA,pi_BqBmDUPEX,38616629-708d-4687-abc6-2771d7390281,5290380879777,[]
80d2593d-595a-4950-a58a-ee9326aff1ea,b27ce9ee-612b-42c0-9f27-ebb4f35e6252,19795.0,GBP,success,,,,,,,,
,,19795.0,GBP,success,b27ce9ee-612b-42c0-9f27-ebb4f35e6252,80d2593d-595a-4950-a58a-ee9326aff1ea,stripe,pm_bmKhULYnT,pi_QXgUEfpaf,f5507fd3-935b-4000-b304-d13a919c2ccb,4268831855649,[]
169cf2df-8030-4c26-b8ef-ae0f667f6d69,f329bc38-001a-4815-b434-fab4657917dc,40635.0,SEK,success,,,,,,,,
,,40635.0,SEK,success,f329bc38-001a-4815-b434-fab4657917dc,169cf2df-8030-4c26-b8ef-ae0f667f6d69,stripe,pm_zNoPEYZnk,pi_aYSoVZnyh,826a068e-078b-4bfc-be2d-d25b6e676ec5,5660525894114,[]
a1d95d42-7cfe-4d8b-9029-31821cacb611,03f9e686-f023-4011-bceb-3c484e8498ee,1843.0,USD,success,,,,,,,,
,,1843.0,USD,success,03f9e686-f023-4011-bceb-3c484e8498ee,a1d95d42-7cfe-4d8b-9029-31821cacb611,stripe,pm_goleQptaO,pi_ZAaFUuztK,6daa64a0-bfd2-4dc8-bf0b-dc0afb6c2071,6206694988435,[]
dd748f3d-3bc9-4a30-8e3c-b7d76d22b89e,aa84d507-4d1a-49bb-989b-c33ab34b792a,20512.0,SEK,success,,,,,,,,
,,20512.0,SEK,success,aa84d507-4d1a-49bb-989b-c33ab34b792a,dd748f3d-3bc9-4a30-8e3c-b7d76d22b89e,stripe,pm_NcjJWGkeG,pi_pIVaMSVZB,abb51634-452d-4460-acc5-ef41a85f2f63,2019463777421,[]
465fd637-a232-4bda-b2cf-9910a75c592a,d45e6eca-9173-4e35-94f7-1a91f88ad432,32987.0,USD,success,,,,,,,,
,,32987.0,USD,success,d45e6eca-9173-4e35-94f7-1a91f88ad432,465fd637-a232-4bda-b2cf-9910a75c592a,stripe,pm_qfjTeZnDR,pi_ruIzVYTWo,578bec07-9544-4e23-ac96-b569e34681ef,7639455398341,[]
1cea33ed-1fac-4009-bf01-ccbf3ae619e6,cb99347c-a65b-4971-9bef-4bf4291366af,41477.0,GBP,success,,,,,,,,
,,41477.0,GBP,success,cb99347c-a65b-4971-9bef-4bf4291366af,1cea33ed-1fac-4009-bf01-ccbf3ae619e6,stripe,pm_JuFSJuxui,pi_rehIiUqqb,d6087ccc-30aa-4b5f-a20a-4d43237389c7,6072569313335,[]
fe86c67c-ebdc-45ff-832f-06fc95d31a58,b7183a2c-3858-4e69-9455-971edf08d570,6378.0,SEK,success,,,,,,,,
,,6378.0,SEK,success,b7183a2c-3858-4e69-9455-971edf08d570,fe86c67c-ebdc-45ff-832f-06fc95d31a58,stripe,pm_lvkPFPrPa,pi_jmuhvDLoO,341964b8-f2c5-4ef2-a460-daac98b8b0f6,4833783825536,[]
dbddc4d2-f0a5-4ee2-8c15-e93df44729a2,03997763-6341-4386-98f4-87f18423f5f0,42353.0,GBP,success,,,,,,,,
,,42353.0,GBP,success,03997763-6341-4386-98f4-87f18423f5f0,dbddc4d2-f0a5-4ee2-8c15-e93df44729a2,stripe,pm_ImaPEeZEJ,pi_iORzeLjXK,bea615f6-0300-4b80-80cb-444c9574ca11,8003987146637,[]
7caa4a29-adea-40b6-872d-7017a8fc4480,308e6117-af8e-4ba3-ad36-633d15108bf1,29230.0,EUR,success,,,,,,,,
,,29230.0,EUR,success,308e6117-af8e-4ba3-ad36-633d15108bf1,7caa4a29-adea-40b6-872d-7017a8fc4480,stripe,pm_tixqhCZuf,pi_iXMEnnHPB,8da15c91-821f-4092-8a73-f57642070d8a,8573992299579,[]
065ce052-fc00-459d-8913-cf184cbdd778,8cca1292-75a4-4793-b1c6-a83299d8c0d7,10919.0,EUR,success,,,,,,,,
,,10919.0,EUR,success,8cca1292-75a4-4793-b1c6-a83299d8c0d7,065ce052-fc00-459d-8913-cf184cbdd778,stripe,pm_ZOceWcCeu,pi_tIEJHXnHA,9af271a9-e869-48ff-be2e-9fa67e601f5d,7467028303317,[]
68f7ffc7-5e61-4fab-94c8-5a5e0ea90b16,4d155cf9-968b-4e72-8d7e-afd4eaab910d,36205.0,USD,success,,,,,,,,
,,36205.0,USD,success,4d155cf9-968b-4e72-8d7e-afd4eaab910d,68f7ffc7-5e61-4fab-94c8-5a5e0ea90b16,stripe,pm_xggRCXTry,pi_gkaUDEjcA,18c4cfe3-f708-4e98-8ebe-d2d01ddbeae0,7738613661889,[]
a6cf9448-879e-49b4-a3d4-ae8c6de0c127,8f951671-3c60-4f6b-8ca3-8fbe3247d935,4893.0,EUR,success,,,,,,,,
,,4893.0,EUR,success,8f951671-3c60-4f6b-8ca3-8fbe3247d935,a6cf9448-879e-49b4-a3d4-ae8c6de0c127,stripe,pm_zIZSttrhP,pi_OQkFrhvJE,7b50edaa-96f3-4354-81bc-d96723b5c09d,4103924233071,[]
273180af-30fc-41b7-9d77-f06aced15e1c,e580d54b-db38-4cbe-81d9-08f0a47ee518,43745.0,USD,success,,,,,,,,
,,43745.0,USD,success,e580d54b-db38-4cbe-81d9-08f0a47ee518,273180af-30fc-41b7-9d77-f06aced15e1c,stripe,pm_urzKlIWZG,pi_uzxybPpaR,8d500c85-8780-4f13-a617-1f91be134848,2603003383582,[]
081675ed-cbaf-4263-aed8-48ec4ae8bc85,d334d9ce-b63e-48b1-8de8-72c0c147b7b0,11786.0,GBP,success,,,,,,,,
